id,address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,latitude,link,longitude,price,realestate,realestate_id,rooms,sqft_m2,neighbourhood,neighb_meanprice
3732,Dreta de l'Eixample,2,Flat,Flat,,2020-12-14,426,1,False,41.400220000000004,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor/154480457/d,2.1642930000000002,924.0,OLLE BERTRAN,9202757335733,1,51,la dreta de l'eixample,14.399608832391861
3733,"Carrer de Llançà, Sant Antoni",1,Flat,Flat,3.0,2020-12-14,0,1,False,41.37554,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/158186833/d,2.151518,925.0,FINCAS DUEÑAS,943003030866,3,75,sant antoni,13.848563622132446
3734,"Carrer de la Marina, 223, Sagrada Família",1,Flat,Flat,3.0,2020-12-14,275,1,False,41.40209,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/153885636/d,2.17741,925.0,"BELZA VAZQUEZ I SOLER, S.L",9202754247811,2,71,la sagrada família,14.47648683792361
3735,"Sardenya, 364, Sagrada Família",1,Flat,Flat,3.0,2020-12-14,0,1,False,41.40558,/es/alquiler/vivienda/barcelona-capital/ascensor/158148286/d,2.170608,925.0,Homequality,9202765132355,3,65,la sagrada família,14.47648683792361
3736,"Canti, El Poblenou",1,Flat,Flat,3.0,2020-12-14,0,1,False,41.40245,/es/alquiler/vivienda/barcelona-capital/ascensor/158073653/d,2.200913,925.0,PRINCIPAL PRIMERA,9202750551673,2,52,el poblenou,15.083231195188253
3737,El Parc i la Llacuna del Poblenou,1,Flat,Flat,3.0,2020-12-14,0,1,False,41.403490000000005,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/158124020/d,2.186687,925.0,FIN-PER,9202762973330,3,75,el parc i la llacuna del poblenou,15.015566029766921
3738,"Carrer Ample, Barri Gòtic",1,Attic,Flat,2.0,2020-12-14,0,1,False,41.38151,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158051661/d,2.180489,925.0,GARCÍA ASSESSORS & ASSOCIATS,9202752569293,2,40,el barri gòtic,14.29878969560128
3739,"Carrer del Degà Bahí, 2, El Camp de l'Arpa del Clot",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.41065,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158070191/d,2.1831400000000003,925.0,Uvergest Immobiliària,9202765801033,3,70,el camp de l'arpa del clot,13.541243796410017
3740,"Collblanc, La Maternitat i Sant Ramon",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.37608,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/158161745/d,2.11134,925.0,FINCAS GARVI,9202752708606,2,86,la maternitat i sant ramon,14.44955937675135
3741,"Carrer de Nàpols, Fort Pienc",2,Flat,Flat,2.0,2020-12-14,0,1,False,41.39462,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158142689/d,2.18067,925.0,DOMINGUEZ,9202750486602,3,100,el fort pienc,14.015333335958172
3742,"Carrer de Provença, El Camp de l'Arpa del Clot",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.40995,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158083337/d,2.1816560000000003,925.0,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,1,50,el camp de l'arpa del clot,13.541243796410017
3743,El Camp de l'Arpa del Clot,1,Flat,Flat,2.0,2020-12-14,0,1,False,41.40948,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-internet/158119539/d,2.182503,925.0,Walter Haus S.L.,9202754160431,1,40,el camp de l'arpa del clot,13.541243796410017
3744,El Raval,1,Flat,Flat,2.0,2020-12-14,0,0,False,41.38305,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado-television/158105664/d,2.166073,925.0,FACIL RENT CASA,9202763090681,3,65,el raval,14.323614132049757
3745,"Carrer de Floridablanca, 152, Sant Antoni",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.38176,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-patio-amueblado-television-internet/158055434/d,2.16302,925.0,Victor ,9202752842536,3,80,sant antoni,13.848563622132446
3746,"Aulèstia I Pijoan, Vila de Gràcia",1,Flat,Flat,2.0,2020-12-14,0,0,False,41.40255,/es/alquiler/vivienda/barcelona-capital/vila-de-gracia/156593114/d,2.151496,925.0,IMMOMAX,9202752879481,1,74,la vila de gràcia,15.09676059493889
3747,"Passatge de Lluís Pellicer, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,2.0,2020-12-14,0,0,False,41.39313,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-zona-comunitaria-amueblado-se-aceptan-mascotas-internet/157848618/d,2.149511,925.0,DEYCO SOLUCIONES,9202761305939,2,55,l'antiga esquerra de l'eixample,14.475539079123978
3748,"Carrer del Marquès de Sentmenat, Barri de les Corts",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.3847,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/157770546/d,2.135949,925.0,IMDEC,9202765048875,4,75,les corts,15.052336801010366
3749,"Carrer de Sèneca, 27, Vila de Gràcia",1,Flat,Flat,1.0,2020-12-14,0,1,False,41.39665,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-television/157555068/d,2.15599,925.0,MARC JIMÉNEZ,9202760983917,1,56,la vila de gràcia,15.09676059493889
3750,"Carrer de la Independència, El Camp de l'Arpa del Clot",1,Flat,Flat,1.0,2020-12-14,20,1,False,41.41178,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157253740/d,2.1785759999999996,925.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,53,el camp de l'arpa del clot,13.541243796410017
3751,Sant Antoni,1,Flat,Flat,1.0,2020-12-14,0,1,False,41.37839,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157935480/d,2.1615919999999997,925.0,FIN-PER,9202762973330,3,60,sant antoni,13.848563622132446
3752,"Carrer de Cartagena, Sagrada Família",1,Flat,Flat,1.0,2020-12-14,25,1,False,41.409890000000004,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/157919349/d,2.175968,925.0,Balsells Zaragoza Gestió,9202754153645,2,50,la sagrada família,14.47648683792361
3753,"Carrer del Parlament, Sant Antoni",1,Flat,Flat,1.0,2020-12-14,75,1,False,41.37556,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado/157161208/d,2.161538,925.0,PUNTO HABITAT,943003066102,2,60,sant antoni,13.848563622132446
3754,"Paris, 128, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,1.0,2020-12-14,55,0,False,41.39046,/es/alquiler/vivienda/barcelona-capital/l'antiga-esquerra-de-l'eixample/157055493/d,2.1492,925.0,ADMINISTRACIO DE FINQUES COMPTE,9202753731084,2,60,l'antiga esquerra de l'eixample,14.475539079123978
3755,"Sicilia, Fort Pienc",1,Flat,Flat,,2020-12-14,75,1,False,41.397909999999996,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/158052810/d,2.178016,925.0,GRAU SERVEIS IMMOBILIARIS,9202757893619,4,94,el fort pienc,14.015333335958172
3756,"Amargos, Barri Gòtic",1,Flat,Flat,,2020-12-14,50,0,False,41.38633,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/158058294/d,2.17426,925.0,TRADESER ,9202752030189,3,70,el barri gòtic,14.29878969560128
3757,"Carrer de Modolell, Sant Gervasi- Galvany",1,Flat,Flat,,2020-12-14,25,1,False,41.400929999999995,/es/alquiler/vivienda/barcelona-capital/ascensor/157234355/d,2.137273,925.0,ARCO SERVEIS INMOBILIARIS,943003013645,3,50,sant gervasi - galvany,15.275452400051838
3758,"Vintro, El Clot",2,Flat,Flat,,2020-12-14,175,1,False,41.40725,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157125288/d,2.1854259999999996,925.0,Compraventabarcelona by Fincas Gonseni,9202752580661,3,75,el clot,13.24594657998683
3759,"Carrer de Sant Antoni Maria Claret, La Sagrera",1,Flat,Flat,,2020-12-14,25,1,False,41.42142,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/158173395/d,2.188232,925.0,Estudi Sagrera-Martí Molins,9202758387010,3,66,sant antoni,13.848563622132446
3760,"Carrer Josep Torres, 23, Vila de Gràcia",1,Flat,Flat,,2020-12-14,0,1,False,41.4012,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157778469/d,2.16189,925.0,PUNTO HABITAT,943003066102,2,50,la vila de gràcia,15.09676059493889
3761,"De Provença, 39, La Nova Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,0,1,False,41.383959999999995,/es/alquiler/vivienda/barcelona-capital/ascensor/158188869/d,2.146847,925.0,BELVIS ,9202758825531,3,65,la nova esquerra de l'eixample,14.521146251476097
3762,"Carrer de Muntaner, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,75,1,False,41.38831,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/158144799/d,2.157292,925.0,HABITA BARCELONA,9202751171652,2,80,l'antiga esquerra de l'eixample,14.475539079123978
3763,"Avinguda de la República Argentina, Vallcarca i els Penitents",1,Flat,Flat,,2020-12-14,25,1,False,41.41198,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157891483/d,2.1404349999999996,925.0,URBENORTE CATALUNYA,900140000217,3,80,vallcarca i els penitents,14.03828875752721
3764,El Raval,1,Flat,Flat,,2020-12-14,0,0,False,41.380309999999994,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157611859/d,2.165211,925.0,AREA CASA,9202752570036,2,65,el raval,14.323614132049757
3765,"Del General Mitre, 9, Les Tres Torres",1,Apartment,Flat,,2020-12-14,0,1,False,41.3933,/es/alquiler/vivienda/barcelona-capital/ascensor-television/157893418/d,2.131032,925.0,ETRIM FINQUES,9202764602217,2,57,les tres torres,17.04511496568929
3766,"Carrer Josep Torres, 22, Vila de Gràcia",1,Flat,Flat,,2020-12-14,0,1,False,41.40097,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157760695/d,2.161853,925.0,PERAIRE PROPERTIES SL,9202765564524,2,50,la vila de gràcia,15.09676059493889
3767,"De Tànger, El Parc i la Llacuna del Poblenou",1,Flat,Flat,,2020-12-14,145,1,False,41.40023,/es/alquiler/vivienda/barcelona-capital/ascensor/156631152/d,2.18985,925.0,OLLE BERTRAN,9202757335733,3,60,el parc i la llacuna del poblenou,15.015566029766921
3768,"Carrer Torras I Pujalt, Sant Gervasi i la Bonanova",1,Flat,Flat,,2020-12-14,0,1,False,41.40121,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157404787/d,2.133524,925.0,PUNTO HABITAT,943003066102,2,65,sant gervasi - la bonanova,16.038572036859406
3769,"Diputació, La Nova Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,75,1,False,41.37986,/es/alquiler/vivienda/barcelona-capital/ascensor/157818306/d,2.1532869999999997,925.0,CENTURY 21 SMART POINT,9202754059211,3,90,la nova esquerra de l'eixample,14.521146251476097
3770,Sant Antoni,0,Flat,Flat,,2020-12-14,0,0,False,41.37353,/es/alquiler/vivienda/barcelona-capital/terraza-amueblado/157815395/d,2.1652419999999997,925.0,EIX HABITAT REAL ESTATE,9202756356880,2,62,sant antoni,13.848563622132446
3771,"Diputació, La Nova Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,55,1,False,41.38005,/es/alquiler/vivienda/barcelona-capital/trastero-ascensor/157945279/d,2.1531119999999997,925.0,CENTURY 21 SMART POINT,9202754059211,3,95,la nova esquerra de l'eixample,14.521146251476097
3772,"Carrer de Nàpols, Dreta de l'Eixample",3,Flat,Flat,,2020-12-14,70,1,False,41.39702,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157352664/d,2.1773540000000002,925.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,70,la dreta de l'eixample,14.399608832391861
3773,"Avinguda Roma, 74, La Nova Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,50,1,False,41.38279,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor/156807186/d,2.1491919999999998,925.0,FINCAS ALMENDROS,9202752226684,2,78,la nova esquerra de l'eixample,14.521146251476097
3774,"Carrer del Pacífic, 49, La Sagrera",1,Flat,Flat,,2020-12-14,0,0,False,41.42618,/es/alquiler/vivienda/barcelona-capital/la-sagrera/157902491/d,2.18828,925.0,ALBERTO,9202762270266,2,91,la sagrera,12.645462151536181
3775,"Carrer Provença, 39, La Nova Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,0,1,False,41.383959999999995,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157944456/d,2.146847,925.0,PUNTO HABITAT,943003066102,3,60,la nova esquerra de l'eixample,14.521146251476097
3776,"De Catalunya, Dreta de l'Eixample",1,Flat,Flat,,2020-12-14,325,1,False,41.39476,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/156432805/d,2.1584630000000002,925.0,"GESTIO INMOBILIARIA TURO, S.L.",943003017662,1,54,la dreta de l'eixample,14.399608832391861
3777,"Carrer de la Marina, Sagrada Família",1,Flat,Flat,1.0,2020-12-14,0,1,False,41.40335,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/157941741/d,2.1759560000000002,927.0,POCH LOPEZ DE BRIÑAS,9202762127713,3,60,la sagrada família,14.47648683792361
3778,Barri Gòtic,1,Flat,Flat,,2020-12-14,0,1,False,41.38525,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/158086394/d,2.174614,928.0,Forcadell Res.Lloguers,9202753948202,1,51,el barri gòtic,14.29878969560128
3779,Barri Gòtic,1,Flat,Flat,,2020-12-14,122,1,False,41.38306,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/156081901/d,2.175554,928.0,Walter Haus S.L.,9202754160431,1,41,el barri gòtic,14.29878969560128
3780,El Raval,1,Attic,Flat,2.0,2020-12-14,71,0,False,41.37375,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado/157876380/d,2.172978,929.0,ENGEL & VOELKERS,9202758116439,2,55,el raval,14.323614132049757
3781,"Calabria, La Nova Esquerra de l'Eixample",1,Flat,Flat,,2020-12-14,0,1,False,41.385329999999996,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/158208407/d,2.147327,929.0,FINCAS A.G. NUÑEZ,9202750467716,2,60,la nova esquerra de l'eixample,14.521146251476097
3782,"Plaça de Mañé I Flaquer, El Putget i el Farró",1,Flat,Flat,3.0,2020-12-14,70,1,False,41.40371,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-amueblado/158037079/d,2.14812,930.0,PISOMUNDO,9202762547481,2,65,el putxet i el farró,15.027643645449707
3783,"Carrer Nou de la Rambla, El Poble Sec - Parc de Montjuïc",2,Flat,Flat,3.0,2020-12-14,225,0,False,41.37277,/es/alquiler/vivienda/barcelona-capital/no-amueblado/153652150/d,2.1677720000000003,930.0,SIMURBA,943003044173,3,80,el poble sec - aei parc montjuïc,14.359229885638657
3784,"Nou de Rambla, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,2.0,2020-12-14,175,0,False,41.37294,/es/alquiler/vivienda/barcelona-capital/terraza-se-aceptan-mascotas-no-amueblado/154863185/d,2.167725,930.0,GESTIO I GARANTIA IMMOBILIARIA,9202753567471,2,80,el poble sec - aei parc montjuïc,14.359229885638657
3785,"Carrer Concepció Arenal, Sant Andreu del Palomar",1,Flat,Flat,1.0,2020-12-14,0,1,False,41.43411,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-zona-comunitaria-ascensor-piscina-no-amueblado/158117759/d,2.184083,930.0,TU CASA BCN,9202753095111,1,50,sant andreu,12.47487696817601
3786,"Carrer de Provença, 22, La Nova Esquerra de l'Eixample",1,Flat,Flat,1.0,2020-12-14,0,1,False,41.381809999999994,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156919946/d,2.14452,930.0,ONIX RENTA,9202751773326,1,42,la nova esquerra de l'eixample,14.521146251476097
3787,"Carrer de Concepción Arenal, Sant Andreu del Palomar",1,Flat,Flat,,2020-12-14,0,1,False,41.43363,/es/alquiler/vivienda/barcelona-capital/ascensor-piscina-no-amueblado/158119550/d,2.18407,930.0,DOMINGUEZ,9202750486602,1,50,sant andreu,12.47487696817601
3788,"Carrer de Concepción Arenal, Sant Andreu del Palomar",1,Flat,Flat,,2020-12-14,170,1,False,41.43343,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-zona-comunitaria-ascensor-piscina/156653128/d,2.1843470000000003,930.0,TU CASA BCN,9202753095111,1,57,sant andreu,12.47487696817601
3789,"Carrer de València, Sagrada Família",1,Flat,Flat,,2020-12-14,0,1,False,41.40641,/es/alquiler/vivienda/barcelona-capital/ascensor/158210514/d,2.181579,930.0,CENTRAL FINQUES,9202752101327,2,50,la sagrada família,14.47648683792361
3790,"Rambla Guipuscoa (de), El Clot",1,Flat,Flat,,2020-12-14,0,1,False,41.41348,/es/alquiler/vivienda/barcelona-capital/ascensor/158184535/d,2.193475,930.0,THE RAL DREAMS BUILDING,9202763898013,3,73,el clot,13.24594657998683
3791,"Napols, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,,2020-12-14,120,0,False,41.40501,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado/157514796/d,2.167145,930.0,TORESFA,9202765579611,3,69,el camp d'en grassot i gràcia nova,14.732872616891493
3792,"Carrer Valencia, 527, Sagrada Família",1,Flat,Flat,,2020-12-14,0,1,False,41.40644,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor/157888750/d,2.181331,930.0,PERAIRE PROPERTIES SL,9202765564524,2,64,la sagrada família,14.47648683792361
3793,"Carrer de L'argenter, Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,,2020-12-14,0,0,False,41.38797,/es/alquiler/vivienda/barcelona-capital/calefaccion-television-internet/158068633/d,2.177155,930.0,Homelike,9202762567099,1,40,"sant pere, santa caterina i la ribera",15.157329044420129
3794,La Font de la Guatlla,1,Flat,Flat,,2020-12-14,0,1,False,41.36983,/es/alquiler/vivienda/barcelona-capital/ascensor/158086368/d,2.141913,931.0,Forcadell Res.Lloguers,9202753948202,4,71,la font de la guatlla,12.840954082915902
3795,"Carrer de la Mineria, La Marina del Port",1,Flat,Flat,,2020-12-14,0,1,False,41.36407,/es/alquiler/vivienda/barcelona-capital/calefaccion-zona-comunitaria-ascensor-se-aceptan-mascotas-piscina/158071801/d,2.136886,931.0,SIMURBA,943003044173,3,89,la marina de port,10.826746822359492
3796,"Provença, La Nova Esquerra de l'Eixample",1,Flat,Flat,3.0,2020-12-14,0,1,False,41.38349,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/158232000/d,2.146636,935.0,ALL4FLAT,9202762177806,3,70,la nova esquerra de l'eixample,14.521146251476097
3797,Sant Gervasi- Galvany,1,Apartment,Flat,1.0,2020-12-14,165,1,False,41.400209999999994,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157075453/d,2.145315,935.0,ENGEL & VOELKERS,9202758116439,1,57,sant gervasi - galvany,15.275452400051838
3798,"Carrer de Les Magdalenes, 17, Barri Gòtic",1,Flat,Flat,1.0,2020-12-14,0,0,False,41.38622,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado-television-internet/157773574/d,2.17457,935.0,PISOMUNDO,9202762547481,2,55,el barri gòtic,14.29878969560128
3799,"C/ Cabanes, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,,2020-12-14,165,1,False,41.373129999999996,/es/alquiler/vivienda/barcelona-capital/ascensor/154807040/d,2.170232,935.0,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,3,61,el poble sec - aei parc montjuïc,14.359229885638657
3800,"Pz Maragall, Navas",2,Flat,Flat,,2020-12-14,175,1,False,41.41972,/es/alquiler/vivienda/barcelona-capital/ascensor/156202485/d,2.181464,935.0,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,2,68,navas,12.426713511487883
3801,"Enamorats, Sagrada Família",1,Apartment,Flat,,2020-12-14,0,1,False,41.401709999999994,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-internet/158111996/d,2.179566,935.0,Homelike,9202762567099,1,30,la sagrada família,14.47648683792361
3802,"Granada de Penedés, Sant Gervasi- Galvany",1,Apartment,Flat,,2020-12-14,0,1,False,41.39627,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-internet/158112027/d,2.151902,935.0,Homelike,9202762567099,1,40,sant gervasi - galvany,15.275452400051838
3803,Barri Gòtic,1,Loft,Flat,,2020-12-14,0,0,False,41.38125,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/158088418/d,2.1798189999999997,935.0,BCN GESTION DE RECURSOS,9202763110477,2,60,el barri gòtic,14.29878969560128
3804,"Carrer Llibertat, Dreta de l'Eixample",1,Flat,Flat,,2020-12-14,15,0,False,41.39796,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado/157914051/d,2.164748,935.0,SOMOS REAL ESTATE SERVICES,9202765680731,1,51,la dreta de l'eixample,14.399608832391861
3805,Vila de Gràcia,1,Flat,Flat,2.0,2020-12-14,13,0,False,41.39822,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-no-amueblado/157171223/d,2.161253,937.0,Barleigh Ellis,9202765243993,1,49,la vila de gràcia,15.09676059493889
3806,"Carrer D'entença, La Nova Esquerra de l'Eixample",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.381009999999996,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/158077105/d,2.148602,940.0,URBENORTE CATALUNYA,900140000217,2,75,la nova esquerra de l'eixample,14.521146251476097
3807,"Carrer de Sardenya, El Baix Guinardó",1,Flat,Flat,2.0,2020-12-14,0,1,False,41.41189,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157769046/d,2.162676,940.0,GILABERT PONT SERVEISIMMOBILIARIS,9202751507694,3,80,el baix guinardó,13.495668667136838
3808,"Carrer de Provença, La Nova Esquerra de l'Eixample",1,Flat,Flat,1.0,2020-12-14,0,1,False,41.38176,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/158086035/d,2.144469,940.0,TELLO&URUE,9202751586903,1,46,la nova esquerra de l'eixample,14.521146251476097
3809,"Carrer de Provença, 22, La Nova Esquerra de l'Eixample",1,Flat,Flat,1.0,2020-12-14,0,1,False,41.381809999999994,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156919954/d,2.14452,940.0,ONIX RENTA,9202751773326,1,42,la nova esquerra de l'eixample,14.521146251476097
3810,Barri de les Corts,1,Flat,Flat,,2020-12-14,50,1,False,41.39114,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157826646/d,2.139631,940.0,BCN GESTION DE RECURSOS,9202763110477,1,55,les corts,15.052336801010366
3811,"Est, El Raval",1,Apartment,Flat,,2020-12-14,0,1,False,41.37707,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-internet/158224513/d,2.174007,940.0,Homelike,9202762567099,2,40,el raval,14.323614132049757
3812,"Taxdirt, El Camp d'en Grassot i Gràcia Nova",1,Apartment,Flat,,2020-12-14,0,1,False,41.408809999999995,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-internet/158169468/d,2.165664,940.0,Homelike,9202762567099,3,41,el camp d'en grassot i gràcia nova,14.732872616891493
3813,Sant Gervasi i la Bonanova,1,Flat,Flat,,2020-12-14,10,1,False,41.40221,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/158176332/d,2.135303,940.0,G. HABITAT MLS,9202754326210,1,55,sant gervasi - la bonanova,16.038572036859406
3814,"Ronda Sant Pau, 42, El Raval",1,Flat,Flat,,2020-12-14,0,0,False,41.377109999999995,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157609280/d,2.165478,940.0,PUNTO HABITAT,943003066102,2,50,el raval,14.323614132049757
3815,"Valeri Serra, L'Antiga Esquerra de l'Eixample",1,Apartment,Flat,,2020-12-14,0,1,False,41.38578,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-internet/158112011/d,2.159271,940.0,Homelike,9202762567099,2,42,l'antiga esquerra de l'eixample,14.475539079123978
3816,"Taxdirt, El Camp d'en Grassot i Gràcia Nova",1,Apartment,Flat,,2020-12-14,0,1,False,41.40902,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-internet/158112005/d,2.16555,940.0,Homelike,9202762567099,3,41,el camp d'en grassot i gràcia nova,14.732872616891493
3817,"Valeri Serra, L'Antiga Esquerra de l'Eixample",1,Apartment,Flat,,2020-12-14,0,1,False,41.38577,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-internet/158112004/d,2.159442,940.0,Homelike,9202762567099,2,42,l'antiga esquerra de l'eixample,14.475539079123978
3818,"Valeri Serra, L'Antiga Esquerra de l'Eixample",1,Apartment,Flat,,2020-12-14,0,1,False,41.38561,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-internet/158112003/d,2.159391,940.0,Homelike,9202762567099,2,42,l'antiga esquerra de l'eixample,14.475539079123978
3819,"Balears, El Coll",1,Apartment,Flat,,2020-12-14,120,0,False,41.414770000000004,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/158112152/d,2.146428,940.0,Homelike,9202762567099,1,37,el coll,12.715733915523172
3820,"Balears, El Coll",1,Apartment,Flat,,2020-12-14,120,0,False,41.41462,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/158112149/d,2.146346,940.0,Homelike,9202762567099,1,34,el coll,12.715733915523172
3821,"Carrer de la Llibertat, 20, Vila de Gràcia",1,Flat,Flat,,2020-12-14,20,1,False,41.40077,/es/alquiler/vivienda/barcelona-capital/ascensor-se-aceptan-mascotas-no-amueblado/157836967/d,2.162259,940.0,HOUSFY REAL ESTATE aicat 7922,9202757194594,3,58,la vila de gràcia,15.09676059493889
3822,"Carrer Farell, Hostafrancs",0,Flat,Flat,,2020-12-14,0,1,False,41.37068,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157816565/d,2.142692,940.0,Pisos-Barcelona,9202759234590,0,67,hostafrancs,13.832742542799204
3823,"Carrer de Los Castillejos, Sagrada Família",1,Flat,Flat,3.0,2020-12-14,0,1,False,41.40752,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-se-aceptan-mascotas/158074649/d,2.1772669999999996,941.0,SIMURBA,943003044173,3,82,la sagrada família,14.47648683792361
