,address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,link,price,realestate,realestate_id,rooms,sqft_m2,neighbourhood,neighb_meanprice
0,"Carrer Roger de Lluria, Dreta de l'Eixample",3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-amueblado/157693942/d,5000.0,SOMOS REAL ESTATE SERVICES,9202765680731,3,208,la dreta de l'eixample,1307.6168415984594
1,Sant Antoni,1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157693938/d,1250.0,TECNOCASA RIERA ALTA MAR,9202751363773,3,93,sant antoni,994.909158040028
2,"Carrer Valencia, La Nova Esquerra de l'Eixample",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-parking-ascensor/157693936/d,1600.0,SOMOS REAL ESTATE SERVICES,9202765680731,4,129,la nova esquerra de l'eixample,1053.832392665474
3,"Carrer Muntaner, Sant Gervasi- Galvany",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157693935/d,3200.0,SOMOS REAL ESTATE SERVICES,9202765680731,2,133,sant gervasi - galvany,1397.2730045095827
4,"Rambla del Raval, El Raval",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157693929/d,1000.0,ESTUDI JOAN MIRO.SL.,9202762439813,3,67,el raval,850.1123431829961
5,"Maestro Perez Cabrero, Sant Gervasi- Galvany",3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/157693931/d,2600.0,SOMOS REAL ESTATE SERVICES,9202765680731,4,176,sant gervasi - galvany,1397.2730045095827
6,"Avinguda Diagonal, L'Antiga Esquerra de l'Eixample",3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157693930/d,3000.0,SOMOS REAL ESTATE SERVICES,9202765680731,3,200,l'antiga esquerra de l'eixample,1162.3216295594511
7,El Besós i el Maresme,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157693928/d,731.0,PUNT FORUM  ,9202751960910,3,59,el besòs i el maresme,738.0800470588234
8,"Passeig Bonanova, 56, Sant Gervasi i la Bonanova",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado-piscina/157693927/d,980.0,SOMOS REAL ESTATE SERVICES,9202765680731,1,50,sant gervasi - la bonanova,1304.3418229166668
9,"Carrer de Tarragona, La Nova Esquerra de l'Eixample",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157693926/d,1250.0,ESTUDI JOAN MIRO.SL.,9202762439813,4,106,la nova esquerra de l'eixample,1053.832392665474
10,"Carrer de Vilamarí, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio-amueblado/157693924/d,1200.0,ESTUDI JOAN MIRO.SL.,9202762439813,2,68,la nova esquerra de l'eixample,1053.832392665474
11,"Carrer de la Riera de Sant Miquel, Vila de Gràcia",2,Apartment,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-internet/157693887/d,2800.0,CLICK AND FLAT,9202765553654,2,95,la vila de gràcia,962.9541871737514
12,"Carrer de la Riera de Sant Miquel, Vila de Gràcia",2,Apartment,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-internet/157693886/d,3500.0,CLICK AND FLAT,9202765553654,3,120,la vila de gràcia,962.9541871737514
13,"Radas, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,2,2020-10-28,120,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157509513/d,980.0,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,2,52,el poble sec - aei parc montjuïc,837.0538047655649
14,Les Roquetes,1,Flat,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/patio-se-aceptan-mascotas/157693878/d,650.0,LA CASA AGENCY,9202754927038,2,63,les roquetes,621.1709689922482
15,"Carrer Milanesat, Les Tres Torres",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157693784/d,1326.0,FINCAS SANCHO GIL,9202752559047,3,82,les tres torres,1657.0264460784313
16,La Bordeta,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/la-bordeta/157693779/d,805.0,FINCAS LLURIA,9202752214161,3,60,la bordeta,851.2205569620254
17,Sant Gervasi- Galvany,1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157693778/d,900.0,FINCAS LLURIA,9202752214161,1,55,sant gervasi - galvany,1397.2730045095827
18,"Carrer de Simancas, Les Roquetes",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157693765/d,650.0,LA CASA AGENCY,9202754927038,2,57,les roquetes,621.1709689922482
19,El Raval,2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157693732/d,1000.0,AREA CASA,9202752570036,2,65,el raval,850.1123431829961
20,Pedralbes,3,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-parking-trastero-ascensor-piscina-se-aceptan-mascotas-no-amueblado/157693713/d,1900.0,ENGEL & VOELKERS,9202758116439,3,175,pedralbes,1860.558980392157
21,"Carrer de Palomar, Sant Andreu del Palomar",2,Attic,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-trastero-ascensor/157693660/d,1190.0,FINCAS CUMBRE,943003000964,4,140,sant andreu,805.2883028720626
22,Vila de Gràcia,2,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado/157693643/d,2200.0,ENGEL & VOELKERS,9202758116439,3,154,la vila de gràcia,962.9541871737514
23,Sant Gervasi- Galvany,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor/157693636/d,1550.0,MONIKA RÜSCH,9202753807547,3,126,sant gervasi - galvany,1397.2730045095827
24,Vila de Gràcia,2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-jardin-ascensor-no-amueblado/157693629/d,1720.0,ENGEL & VOELKERS,9202758116439,3,116,la vila de gràcia,962.9541871737514
25,"Carrer de Biscaia, 372, Navas",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157693579/d,1075.0,FINQUES CAHISA,9202759813248,3,86,navas,853.360618336887
26,Sarrià,3,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-ascensor-piscina-amueblado/157693524/d,3500.0,ENGEL & VOELKERS,9202758116439,2,140,sarrià,1375.1032360406089
27,L'Antiga Esquerra de l'Eixample,1,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157693478/d,1800.0,ENGEL & VOELKERS,9202758116439,3,95,l'antiga esquerra de l'eixample,1162.3216295594511
28,Sarrià,3,Flat,Flat,0,2020-10-28,200,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking/157289839/d,2800.0,MONIKA RÜSCH,9202753807547,5,178,sarrià,1375.1032360406089
29,"Sant Pere, Sta. Caterina i la Ribera",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-amueblado-internet/155179299/d,4200.0,MONIKA RÜSCH,9202753807547,2,90,"sant pere, santa caterina i la ribera",996.3534925373137
30,"Carrer D'en Fontrodona, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/el-poble-sec---parc-de-montjuic/157690632/d,800.0,Finques Ferrera,9202756068750,2,55,el poble sec - aei parc montjuïc,837.0538047655649
31,Sarrià,2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-parking/157690630/d,1950.0,Singular Properties,9202754635034,4,133,sarrià,1375.1032360406089
32,"Carrer Mineria, El Poble Sec - Parc de Montjuïc",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157690570/d,935.0,CAFUR,9202764178856,3,81,el poble sec - aei parc montjuïc,837.0538047655649
33,"Carrer de Cerdanyola, 39, Sants",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/sants/157690519/d,495.0,FINCAS NAGORE,943003068323,1,30,sants,877.7885151933701
34,Dreta de l'Eixample,2,Apartment,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157690516/d,1400.0,ENGEL & VOELKERS,9202758116439,2,90,la dreta de l'eixample,1307.6168415984594
35,"Avinguda de Josep Tarradellas, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio/157209229/d,1200.0,ARNAL  Servicios Inmobiliarios,9202750542526,1,85,la nova esquerra de l'eixample,1053.832392665474
36,Barri de les Corts,3,House_Chalet,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-patio/157594954/d,1790.0,ARNAL  Servicios Inmobiliarios,9202750542526,2,165,les corts,1097.2385437589671
37,"Villarroel, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157209074/d,990.0,ARNAL  Servicios Inmobiliarios,9202750542526,2,65,l'antiga esquerra de l'eixample,1162.3216295594511
38,"Castillejos, Sagrada Família",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157638726/d,1015.0,ARNAL  Servicios Inmobiliarios,9202750542526,3,0,la sagrada família,960.2126757713706
39,"Carrer de Viladomat, La Nova Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157639372/d,1059.0,ARNAL  Servicios Inmobiliarios,9202750542526,4,68,la nova esquerra de l'eixample,1053.832392665474
40,"Carrer de Sugranyes, Sants-Badal",1,Flat,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157690425/d,700.0,ESTUDI MERCAT DE SANTS,9202751617451,2,50,sants,877.7885151933701
41,"Plaça de Lesseps, El Putget i el Farró",1,Duplex,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion/157690345/d,920.0,NEDDERMANN GESTION INMOBILIARIA,9202753034531,2,54,el putxet i el farró,1086.4194394618835
42,"Carrer de Provença, Sagrada Família",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157690284/d,1300.0,NOVA LLAR,9202754661585,3,105,la sagrada família,960.2126757713706
43,"Carrer de Sugranyes, 39, Sants - Montjuïc",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-patio-amueblado/157690203/d,1000.0,,9202765692681,3,90,sants,877.7885151933701
44,"Carrer de Còrsega, 533, Sagrada Família",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157690235/d,1000.0,FINQUES PORTA,9202751312743,3,92,la sagrada família,960.2126757713706
45,"Avinguda de Josep Tarradellas, La Nova Esquerra de l'Eixample",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-amueblado-television/157690205/d,1400.0,SELLARES GESTIO DE PATRIMONIS IMMOBILIARIS SL,9202756890474,4,114,la nova esquerra de l'eixample,1053.832392665474
46,La Nova Esquerra de l'Eixample,2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-parking-ascensor-no-amueblado/157690141/d,1200.0,ENGEL & VOELKERS,9202758116439,4,84,la nova esquerra de l'eixample,1053.832392665474
47,"Carrer de Freneria, Barri Gòtic",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157690131/d,1250.0,"OPTIMUN ENTERPRISE, S.L",943003059792,2,68,el barri gòtic,1097.2901235955055
48,"Carrer de Bertran, El Putget i el Farró",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-internet/157689971/d,1000.0,FINQUES CLADEBALL,9202764874311,2,45,el putxet i el farró,1086.4194394618835
49,Sant Gervasi- Galvany,1,Attic,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157689952/d,1250.0,ENGEL & VOELKERS,9202758116439,3,55,sant gervasi - galvany,1397.2730045095827
50,El Raval,1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157689822/d,1050.0,AREA CASA,9202752570036,3,70,el raval,850.1123431829961
51,"Carrer de Balmes, 299, Sant Gervasi- Galvany",3,Flat,Flat,2,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157689818/d,1600.0,BCN LIVING,9202751969010,4,172,sant gervasi - galvany,1397.2730045095827
52,"Carrer de Ca L'alegre de Dalt, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157689803/d,850.0,BERGUA,9202751917637,2,65,el camp d'en grassot i gràcia nova,983.3577308917196
53,"Carrer de Fontanella, Dreta de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157688286/d,950.0,"GESFINCA, S.L.",9202752402082,2,65,la dreta de l'eixample,1307.6168415984594
54,"Carrer L'alfambra, Pedralbes",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157688050/d,1200.0,"GESFINCA, S.L.",9202752402082,2,85,pedralbes,1860.558980392157
55,"Carrer de la Creu Coberta, Hostafrancs",1,Flat,Flat,1,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/hostafrancs/156014278/d,800.0,"GESFINCA, S.L.",9202752402082,2,60,hostafrancs,830.5591379310345
56,"Carrer Avila, El Parc i la Llacuna del Poblenou",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/terraza-trastero/157689553/d,700.0,RS INVESTORS,9202765542630,2,66,el parc i la llacuna del poblenou,1014.724459770115
57,"Carrer Sant Antoni Maria Claret, Sagrada Família",2,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157689548/d,1167.0,RS INVESTORS,9202765542630,3,73,la sagrada família,960.2126757713706
58,"Carrer Bassegoda, Sants-Badal",2,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/157689547/d,690.0,RS INVESTORS,9202765542630,1,49,sants,877.7885151933701
59,"Gran de Gràcia, Vila de Gràcia",1,Study,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157664341/d,675.0,INMOBILIARIA GLOBAL BCN,9202753556408,0,45,la vila de gràcia,962.9541871737514
60,"Hercegovina, Sant Gervasi- Galvany",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157695615/d,1500.0,ALL4FLAT,9202762177806,3,102,sant gervasi - galvany,1397.2730045095827
61,La Nova Esquerra de l'Eixample,1,Flat,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157695614/d,900.0,MICTAN,9202761958150,1,84,la nova esquerra de l'eixample,1053.832392665474
62,Sant Antoni,1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157695565/d,1200.0,AREA CASA,9202752570036,3,80,sant antoni,994.909158040028
63,"Joaquin Costa, Sant Gervasi- Galvany",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157695554/d,1100.0,CAPOLRA,9202763524627,2,51,sant gervasi - galvany,1397.2730045095827
64,"Joaquin Costa, Sant Gervasi- Galvany",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157695552/d,875.0,CAPOLRA,9202763524627,2,51,sant gervasi - galvany,1397.2730045095827
65,"Carrer de Bilbao, El Poblenou",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-television/157695339/d,950.0,Home Group Only 4 Rent,9202765187775,1,44,el poblenou,1004.7234905660374
66,"Passeig de Manuel Girona, Pedralbes",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-se-aceptan-mascotas-no-amueblado/157695318/d,1350.0,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,3,89,pedralbes,1860.558980392157
67,"Rambla de Fabra I Puig, Sant Andreu del Palomar",1,Attic,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157695298/d,734.0,FINCAS SAN ANDRES,9202750564921,1,63,sant andreu,805.2883028720626
68,"Carrer de Sardenya, Sagrada Família",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157441654/d,1150.0,INMOSERVICE BARCELONA,9202754494789,3,83,la sagrada família,960.2126757713706
69,"Carrer de València, Dreta de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157626918/d,1090.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,44,la dreta de l'eixample,1307.6168415984594
70,"Carrer de L'argenteria, Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-television-internet/157665301/d,1000.0,ATEMPORAL MONTHLY RENTALS,9202764010012,3,55,"sant pere, santa caterina i la ribera",996.3534925373137
71,"Carrer de Berga, Vila de Gràcia",1,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado-television-internet/157627939/d,1160.0,ATEMPORAL MONTHLY RENTALS,9202764010012,3,75,la vila de gràcia,962.9541871737514
72,"Plaça de Molina, 2, Sant Gervasi- Galvany",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-parking/156962033/d,900.0,INMOSERVICE BARCELONA,9202754494789,1,45,sant gervasi - galvany,1397.2730045095827
73,"Carrer del Rosselló, El Camp de l'Arpa del Clot",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157665378/d,1100.0,ATEMPORAL MONTHLY RENTALS,9202764010012,3,85,el camp de l'arpa del clot,855.9956912442399
74,"Carrer de la Indústria, El Camp de l'Arpa del Clot",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157665452/d,950.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,44,el camp de l'arpa del clot,855.9956912442399
75,"Carrer de Pallars, Diagonal Mar i el Front Marítim del Poblenou",1,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157665262/d,850.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,70,diagonal mar i el front marítim del poblenou,1372.3819003115261
76,"Carrer de la Creu Coberta, Hostafrancs",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157690379/d,950.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,60,hostafrancs,830.5591379310345
77,"Carrer de la Sal, La Barceloneta",1,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television-internet/157689556/d,745.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,32,la barceloneta,895.8970389610392
78,"Carrer de la Creu Coberta, Hostafrancs",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157690263/d,950.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,68,hostafrancs,830.5591379310345
79,"Carrer de Sant Eusebi, Sant Gervasi- Galvany",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157681520/d,1100.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,70,sant gervasi - galvany,1397.2730045095827
80,"Carrer de Sant Eusebi, Sant Gervasi- Galvany",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157691255/d,1150.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,80,sant gervasi - galvany,1397.2730045095827
81,"Carrer de Joaquín Costa, El Raval",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157694592/d,1100.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,45,el raval,850.1123431829961
82,"Carrer de Sant Eusebi, Sant Gervasi- Galvany",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157681393/d,1400.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,90,sant gervasi - galvany,1397.2730045095827
83,"Carrer de Joaquín Costa, El Raval",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157694453/d,875.0,ATEMPORAL MONTHLY RENTALS,9202764010012,1,35,el raval,850.1123431829961
84,El Raval,1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157695239/d,1100.0,ENGEL & VOELKERS,9202758116439,2,52,el raval,850.1123431829961
85,"Carrer de Travau, El Turó de la Peira",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-internet/157695225/d,750.0,TEVA CASA,9202763721388,2,69,el turó de la peira,697.2479749999998
86,"Carrer de Fluvià, 80, Provençals del Poblenou",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157582767/d,950.0,HOUSFY REAL ESTATE aicat 7922,9202757194594,2,65,el poblenou,1004.7234905660374
87,"Pamplona, 37, La Vila Olímpica del Poblenou",1,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/la-vila-olimpica-del-poblenou/157694969/d,750.0,PRINCIPAL PRIMERA,9202750551673,2,38,el poblenou,1004.7234905660374
88,La Vila Olímpica del Poblenou,2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-piscina-amueblado/157694930/d,3000.0,ENGEL & VOELKERS,9202758116439,4,180,el poblenou,1004.7234905660374
89,La Maternitat i Sant Ramon,1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157694894/d,1250.0,AREA CASA,9202752570036,3,90,la maternitat i sant ramon,1009.2089093702002
90,"Bilbao, El Poblenou",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-jardin-terraza-ascensor-piscina-amueblado-piscina/157692759/d,1330.0,TUKSA,9202751261817,3,118,el poblenou,1004.7234905660374
91,"Massaguer, El Poblenou",2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero/157692758/d,1050.0,TUKSA,9202751261817,3,106,el poblenou,1004.7234905660374
92,"Calle Carrer D'en Xuclà, ., El Raval",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado/156717925/d,1050.0,salvi,9202765219441,2,80,el raval,850.1123431829961
93,"Pz Maragall, Navas",2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/156202485/d,1010.0,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,2,68,navas,853.360618336887
94,"C/ Cabanes, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,0,2020-10-28,165,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/154807040/d,935.0,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,3,61,el poble sec - aei parc montjuïc,837.0538047655649
95,"C/ Manuel Angelón, El Putget i el Farró",1,Flat,Flat,0,2020-10-28,25,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion/154880303/d,845.0,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,2,38,el putxet i el farró,1086.4194394618835
96,"Carrer D'espronceda, 113, El Poblenou",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157625987/d,990.0,BCN LIVING,9202751969010,2,50,el poblenou,1004.7234905660374
