,address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,link,price,realestate,realestate_id,rooms,sqft_m2,neighbourhood,neighb_meanprice
6695,"Felip II, Navas",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157444794/d,900.0,CENTURY 21 NEW ESTATE,9202756396678,3,88,navas,853.360618336887
6696,"Carrer de Berlín, Sants",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157442458/d,1000.0,TECNOCASA,9202751196049,3,80,sants,877.7885151933701
6697,"Carrer de Torres I Amat, El Raval",1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157444722/d,1304.0,Homelike,9202762567099,1,35,el raval,850.1123431829961
6698,"Del Taulat, Diagonal Mar i el Front Marítim del Poblenou",1,Attic,Flat,0,2020-10-28,190,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-zona-comunitaria-ascensor/157442445/d,1350.0,"GESTIO INMOBILIARIA TURO, S.L.",943003017662,2,70,diagonal mar i el front marítim del poblenou,1372.3819003115261
6699,"Carrer de Casanova, L'Antiga Esquerra de l'Eixample",2,Apartment,Flat,0,2020-10-28,442,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-television-internet/157444719/d,3940.0,Homelike,9202762567099,4,110,l'antiga esquerra de l'eixample,1162.3216295594511
6700,El Parc i la Llacuna del Poblenou,2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/155841822/d,1100.0,CINTO FURQUET SERVEIS IMMOBILIARIS,9202754748179,3,87,el parc i la llacuna del poblenou,1014.724459770115
6701,"Carrer de Torres I Amat, El Raval",1,Apartment,Flat,0,2020-10-28,78,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157444718/d,1320.0,Homelike,9202762567099,1,35,el raval,850.1123431829961
6702,"Casanova, L'Antiga Esquerra de l'Eixample",2,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/156035883/d,1100.0,Forcadell Res.Lloguers,9202753948202,4,90,l'antiga esquerra de l'eixample,1162.3216295594511
6703,Barri Gòtic,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/155425270/d,850.0,IONE TECNO GROUP,9202764409655,1,60,el barri gòtic,1097.2901235955055
6704,Montbau,1,Study,Flat,0,2020-10-28,55,0,False,/es/alquiler/vivienda/barcelona-capital/montbau/156097102/d,595.0,FINQUES VALL D´HEBRON,9202757405368,1,31,montbau,793.9261016949151
6705,"Gignas, Barri Gòtic",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157442130/d,800.0,RS GROUP,9202759306905,1,40,el barri gòtic,1097.2901235955055
6706,"Via Laietana, Sant Pere, Sta. Caterina i la Ribera",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-amueblado/157442128/d,1600.0,RS GROUP,9202759306905,2,80,"sant pere, santa caterina i la ribera",996.3534925373137
6707,"Sant Antoni Maria Claret, Navas",2,Flat,Flat,2,2020-10-28,70,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/156936619/d,880.0,FINQUES MARTELL,9202752648906,4,75,sant antoni,994.909158040028
6708,L'Antiga Esquerra de l'Eixample,1,Flat,Flat,0,2020-10-28,151,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-patio/157441836/d,999.0,FIN-PER,9202762973330,4,109,l'antiga esquerra de l'eixample,1162.3216295594511
6709,Sant Gervasi- Galvany,3,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-trastero-ascensor-amueblado/157444482/d,1850.0,TURROBCN,9202750627466,3,158,sant gervasi - galvany,1397.2730045095827
6710,"Carrer Dels Enamorats, Sagrada Família",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/157441835/d,900.0,ARTECASA,9202752484179,2,65,la sagrada família,960.2126757713706
6711,"Viladomat, Sant Antoni",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio/157441743/d,842.0,IMMOBILIÀRIA BARCELONA,9202754754536,2,48,sant antoni,994.909158040028
6712,La Maternitat i Sant Ramon,3,House_Chalet,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-no-amueblado/156185880/d,2490.0,ENGEL & VOELKERS,9202758116439,5,206,la maternitat i sant ramon,1009.2089093702002
6713,"Carrer de Sant Miquel, La Barceloneta",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157441724/d,700.0,TECNOCASA RIERA ALTA MAR,9202751363773,1,35,la barceloneta,895.8970389610392
6714,"Carrer de Les Carretes, El Raval",1,Flat,Flat,2,2020-10-28,175,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-television/157444166/d,700.0,PISOS ANNA,9202758040876,1,64,el raval,850.1123431829961
6715,Sarrià,4,Duplex,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-se-aceptan-mascotas/157441700/d,2280.0,SH BARCELONA,9202752325093,5,130,sarrià,1375.1032360406089
6716,"Avinguda Diagonal, Sant Gervasi- Galvany",6,Flat,Flat,0,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/157358478/d,2100.0,BIG BCN REAL ESTATE AGENCY,9202761842653,3,140,sant gervasi - galvany,1397.2730045095827
6717,"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-television/157441598/d,1450.0,SH BARCELONA,9202752325093,1,70,"sant pere, santa caterina i la ribera",996.3534925373137
6718,"Ventura Plaja, Sants-Badal",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157358989/d,925.0,LYCHENHEIM GRUP,9202765541409,2,64,sants,877.7885151933701
6719,Barri Gòtic,1,Flat,Flat,0,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television/157441561/d,795.0,SH BARCELONA,9202752325093,2,57,el barri gòtic,1097.2901235955055
6720,"Avinguda de Madrid, La Maternitat i Sant Ramon",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television/157370575/d,1450.0,ELITE HOUSE,9202761366115,4,110,la maternitat i sant ramon,1009.2089093702002
6721,"Carrer de L'equador, Sants",2,Attic,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-no-amueblado/156529036/d,1200.0,PUNTCASA INMO FRIENDLY,9202763185656,3,84,sants,877.7885151933701
6722,"Carrer D'en Tarròs, Sant Pere, Sta. Caterina i la Ribera",1,Duplex,Flat,2,2020-10-28,85,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado/157364556/d,590.0,ZONA ,9202750659637,1,40,"sant pere, santa caterina i la ribera",996.3534925373137
6723,"Carrer de Pi I Margall, El Camp d'en Grassot i Gràcia Nova",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-internet/157421899/d,1300.0,DOMINGUEZ,9202750486602,4,110,el camp d'en grassot i gràcia nova,983.3577308917196
6724,"Carrer de València, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/157364565/d,1100.0,ERIKCARLSON,9202757513089,2,50,l'antiga esquerra de l'eixample,1162.3216295594511
6725,"Carrer Dels Tallers, 69, El Raval",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157441205/d,787.0,Tot Domus,9202754043514,2,39,el raval,850.1123431829961
6726,"Carrer D'arimon, Sant Gervasi i la Bonanova",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-parking-no-amueblado/157369955/d,1900.0,NARA,9202764866063,3,135,sant gervasi - la bonanova,1304.3418229166668
6727,"Passeig de la Reina Elisenda de Montcada, Sarrià",1,Loft,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/156907814/d,675.0,GAUDI HOUSE FINCAS,9202751290015,1,46,sarrià,1375.1032360406089
6728,"Carrer de València, L'Antiga Esquerra de l'Eixample",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-no-amueblado/157440916/d,1561.0,ERIKCARLSON,9202757513089,6,186,l'antiga esquerra de l'eixample,1162.3216295594511
6729,"Carrer Dels Pescadors, La Barceloneta",1,Flat,Flat,0,2020-10-28,150,0,False,/es/alquiler/vivienda/barcelona-capital/la-barceloneta/157088190/d,500.0,GAUDI HOUSE FINCAS,9202751290015,1,49,la barceloneta,895.8970389610392
6730,"Carrer de la Vila Joiosa, La Barceloneta",1,Flat,Flat,0,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/la-barceloneta/156863197/d,500.0,GAUDI HOUSE FINCAS,9202751290015,1,37,la barceloneta,895.8970389610392
6731,"Carrer de Les Carretes, El Raval",1,Flat,Flat,0,2020-10-28,125,0,False,/es/alquiler/vivienda/barcelona-capital/trastero/156878383/d,475.0,GAUDI HOUSE FINCAS,9202751290015,1,40,el raval,850.1123431829961
6732,Sagrada Família,2,Flat,Flat,0,2020-10-28,110,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157084618/d,1280.0,BEST HOUSE - SANT CUGAT DEL VALLES,9202757436194,3,87,la sagrada família,960.2126757713706
6733,La Nova Esquerra de l'Eixample,2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156702806/d,1850.0,ENGEL & VOELKERS,9202758116439,2,80,la nova esquerra de l'eixample,1053.832392665474
6734,"Sant Pere, Sta. Caterina i la Ribera",2,Apartment,Flat,2,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/156788278/d,1550.0,ENGEL & VOELKERS,9202758116439,4,120,"sant pere, santa caterina i la ribera",996.3534925373137
6735,"Plaça Vila de Gràcia, Vila de Gràcia",1,Flat,Flat,0,2020-10-28,300,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/156123057/d,850.0,GAUDI HOUSE FINCAS,9202751290015,3,110,la vila de gràcia,962.9541871737514
6736,"Carrer de L'agricultura, Sant Martí de Provençals",1,Flat,Flat,0,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/no-amueblado/156922441/d,550.0,BARNAPISO,9202750570075,1,67,sant martí de provençals,837.5785438972164
6737,"Passeig de Sant Gervasi, Sant Gervasi i la Bonanova",2,Flat,Flat,1,2020-10-28,300,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/154577866/d,1500.0,FARRE NICOLAU,9202762414388,4,145,sant gervasi - la bonanova,1304.3418229166668
6738,"Carrer de L'olivera, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,0,2020-10-28,60,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/156943846/d,990.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,54,el poble sec - aei parc montjuïc,837.0538047655649
6739,"Passeig de Pujades, El Parc i la Llacuna del Poblenou",1,Flat,Flat,0,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157117403/d,1290.0,ATEMPORAL MONTHLY RENTALS,9202764010012,2,75,el parc i la llacuna del poblenou,1014.724459770115
6740,"Rocafort, La Nova Esquerra de l'Eixample",1,Flat,Flat,2,2020-10-28,250,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-se-aceptan-mascotas/156190611/d,1050.0,"PUNT EIXAMPLE-LES CORTS, S.L.",9202754288010,4,73,la nova esquerra de l'eixample,1053.832392665474
6741,"Avinguda de Roma, La Nova Esquerra de l'Eixample",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157504615/d,1250.0,AREA CASA,9202752570036,2,60,la nova esquerra de l'eixample,1053.832392665474
6742,"Carrer de Sant Antoni Maria Claret, Navas",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156175391/d,1290.0,LA VOSTRA CLAU,9202762974334,4,101,sant antoni,994.909158040028
6743,"Passeig de la Bonanova, Sant Gervasi i la Bonanova",2,Flat,Flat,2,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-amueblado-parking-no-amueblado/156470802/d,3850.0,HABITA BARCELONA,9202751171652,4,201,sant gervasi - la bonanova,1304.3418229166668
6744,"Carrer de la Granja, Vila de Gràcia",1,Flat,Flat,0,2020-10-28,175,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/156836016/d,975.0,1001 PISOS,9202752859955,1,50,la vila de gràcia,962.9541871737514
6745,Sant Gervasi i la Bonanova,1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157121635/d,1200.0,FINCAS EVA SERVICIOS INMOBILIARIOS,9202754525132,2,92,sant gervasi - la bonanova,1304.3418229166668
6746,El Raval,1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion/156316873/d,1200.0,IAD ESPAÑA,9202759792663,1,53,el raval,850.1123431829961
6747,"Carrer de Torrijos, Vila de Gràcia",1,Apartment,Flat,0,2020-10-28,110,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado-internet/157504549/d,1290.0,CLICK AND FLAT,9202765553654,3,70,la vila de gràcia,962.9541871737514
6748,"Carrer de Sant Antoni Abat, El Raval",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157504416/d,950.0,AREA CASA,9202752570036,2,55,el raval,850.1123431829961
6749,"Gran Via de Les Corts Catalanes, Sant Antoni",2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado/157504226/d,1250.0,AREA CASA,9202752570036,3,100,sant antoni,994.909158040028
6750,"Carrer de Sòcrates, 101, Sant Andreu del Palomar",1,Flat,Flat,0,2020-10-28,75,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-television-internet/157503931/d,675.0,Jordi,9202752094909,1,25,sant andreu,805.2883028720626
6751,Hostafrancs,2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157504022/d,1850.0,AREA CASA,9202752570036,6,150,hostafrancs,830.5591379310345
6752,"Carrer de Plató, Sant Gervasi- Galvany",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-amueblado/157503996/d,1250.0,SOMOSCASA,9202752737168,2,1250,sant gervasi - galvany,1397.2730045095827
6753,"Carrer de Jerusalem, El Raval",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157503729/d,900.0,SOMOSCASA,9202752737168,2,59,el raval,850.1123431829961
6754,"Carrer D'en Gignàs, 5, Barri Gòtic",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television-internet/157503526/d,800.0,Carla,9202752742410,1,40,el barri gòtic,1097.2901235955055
6755,"Calle Arago, Sagrada Família",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157503355/d,850.0,Particular,9202750520561,2,53,la sagrada família,960.2126757713706
6756,"Carrer de València, La Nova Esquerra de l'Eixample",1,Flat,Flat,3,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157503325/d,800.0,GRUP CONDAL,9202764031784,3,57,la nova esquerra de l'eixample,1053.832392665474
6757,"Carrer de la Indústria, El Camp de l'Arpa del Clot",2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157503207/d,1475.0,AREA CASA,9202752570036,4,110,el camp de l'arpa del clot,855.9956912442399
6758,"Carrer del Carme, El Raval",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado-television/157361535/d,800.0,FINQUES BCN GESTING,9202752196031,1,54,el raval,850.1123431829961
6759,"Selva de Mar, Diagonal Mar i el Front Marítim del Poblenou",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/157356913/d,1200.0,TUKSA,9202751261817,2,77,diagonal mar i el front marítim del poblenou,1372.3819003115261
6760,"Carrer de Les Carretes, El Raval",1,Flat,Flat,0,2020-10-28,205,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157364817/d,795.0,FINQUES BCN GESTING,9202752196031,1,64,el raval,850.1123431829961
6761,"Carrer de Còrsega, La Nova Esquerra de l'Eixample",2,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157369528/d,950.0,BARNAFINC,9202763623909,3,80,la nova esquerra de l'eixample,1053.832392665474
6762,"Carrer de Niça, El Baix Guinardó",1,Flat,Flat,3,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157359504/d,750.0,GRAELLS ASSESSORS,9202752411957,2,60,el baix guinardó,882.0107850707849
6763,"Carrer del Carme, El Raval",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado-television-internet/157361354/d,800.0,FINQUES BCN GESTING,9202752196031,1,54,el raval,850.1123431829961
6764,Barri Gòtic,2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157360416/d,1200.0,RIA REAL ESTATE,9202756235058,3,81,el barri gòtic,1097.2901235955055
6765,"Carrer Petritxol, Barri Gòtic",2,Flat,Flat,0,2020-10-28,250,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/154352263/d,1450.0,FICASSO REAL ESTATE,9202758263109,2,110,el barri gòtic,1097.2901235955055
6766,"Gran Via de Les Corts Catalanes, El Clot",1,Flat,Flat,0,2020-10-28,30,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/156736427/d,920.0,EUROFINCAS,9202754600437,3,67,el clot,856.5420833333334
6767,"De Catalunya, Dreta de l'Eixample",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/156103520/d,1800.0,"GESTIO INMOBILIARIA TURO, S.L.",943003017662,4,121,la dreta de l'eixample,1307.6168415984594
6768,"Deu I Mata, Barri de les Corts",1,Flat,Flat,3,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/156943375/d,800.0,"FINCAS CALVET, S.L.",9202752952516,2,50,les corts,1097.2385437589671
6769,"Carrer de Balmes, El Putget i el Farró",2,Flat,Flat,1,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/156336974/d,1750.0,FINCAS VISCASILLAS & ASOCIADOS ,9202753827115,2,83,el putxet i el farró,1086.4194394618835
6770,"Carrer de Balmes, El Putget i el Farró",2,Flat,Flat,1,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/156337312/d,1900.0,FINCAS VISCASILLAS & ASOCIADOS ,9202753827115,3,91,el putxet i el farró,1086.4194394618835
6771,"Carrer de Balmes, El Putget i el Farró",1,Flat,Flat,1,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156346390/d,1050.0,FINCAS VISCASILLAS & ASOCIADOS ,9202753827115,2,64,el putxet i el farró,1086.4194394618835
6772,"Carrer de Béjar, 43, Hostafrancs",1,Flat,Flat,0,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-no-amueblado/156705822/d,950.0,HECTOR ORELLANA,9202765049545,1,64,hostafrancs,830.5591379310345
6773,"Carrer de la Granja, Vila de Gràcia",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/156598016/d,890.0,TEMPLE IMMOBILIÀRIA,943003007305,3,79,la vila de gràcia,962.9541871737514
6774,Diagonal Mar i el Front Marítim del Poblenou,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/156619299/d,1200.0,CAMBRA DE LA PROPIETAT DE BARCELONA,9202757147631,3,88,diagonal mar i el front marítim del poblenou,1372.3819003115261
6775,Hostafrancs,1,Flat,Flat,3,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/hostafrancs/156433034/d,600.0,FIN-PER,9202762973330,1,35,hostafrancs,830.5591379310345
6776,Sant Gervasi- Galvany,3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/154029073/d,1900.0,CAMBRA DE LA PROPIETAT DE BARCELONA,9202757147631,5,177,sant gervasi - galvany,1397.2730045095827
6777,"Carrer del Doctor Roux, Les Tres Torres",3,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-parking-television/156367951/d,2800.0, NIU CAPITAL,9202764487854,4,140,les tres torres,1657.0264460784313
6778,"Sant Joan, Dreta de l'Eixample",1,Flat,Flat,3,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156943150/d,1200.0,PRINCIPAL PRIMERA,9202750551673,3,98,la dreta de l'eixample,1307.6168415984594
6779,"Carrer D'entença, 24, Sant Antoni",2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-patio-no-amueblado/156535707/d,1200.0,FINCAS BORRELL,9202752482591,3,104,sant antoni,994.909158040028
6780,"Travessera de Dalt, La Salut",1,Study,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-se-aceptan-mascotas/155987411/d,800.0,ARNAL  Servicios Inmobiliarios,9202750542526,1,60,la salut,918.3093556701033
6781,"Sant Pere Mes Baix, Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/157443777/d,1080.0,ALL4FLAT,9202762177806,2,75,"sant pere, santa caterina i la ribera",996.3534925373137
6782,"Carrer de Vilamarí, La Nova Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157422307/d,900.0,FINCAS GP,9202764393646,3,66,la nova esquerra de l'eixample,1053.832392665474
6783,"Carrer de Còrsega, La Nova Esquerra de l'Eixample",2,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156547704/d,1150.0,"FINEDO SERVICE, SL",9202765035941,3,90,la nova esquerra de l'eixample,1053.832392665474
6784,"Valencia, Dreta de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-piscina/156760589/d,1350.0,PRONTOPISO,9202759204462,1,60,la dreta de l'eixample,1307.6168415984594
6785,"Carrer de Provença, Sagrada Família",1,Flat,Flat,0,2020-10-28,80,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156726297/d,1100.0,PRONTOPISO,9202759204462,3,75,la sagrada família,960.2126757713706
6786,"Carrer de Pau Claris, Dreta de l'Eixample",2,Flat,Flat,1,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-piscina/156730287/d,2300.0,PRONTOPISO,9202759204462,3,97,la dreta de l'eixample,1307.6168415984594
6787,"De Roma, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/156730943/d,1200.0,PRONTOPISO,9202759204462,3,73,la nova esquerra de l'eixample,1053.832392665474
6788,"Sant Joan, Dreta de l'Eixample",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157437891/d,1500.0,PIA,9202765555245,4,96,la dreta de l'eixample,1307.6168415984594
6789,"Pau Claris, Dreta de l'Eixample",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157437883/d,1300.0,PIA,9202765555245,2,76,la dreta de l'eixample,1307.6168415984594
6790,"Pou de la Figuera, Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157437882/d,850.0,PIA,9202765555245,1,50,"sant pere, santa caterina i la ribera",996.3534925373137
6791,"N´agla, Barri Gòtic",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-trastero-ascensor-amueblado/157437873/d,730.0,PIA,9202765555245,1,35,el barri gòtic,1097.2901235955055
6792,"Plaça Sant Josep Oriol, Barri Gòtic",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157437868/d,1450.0,PIA,9202765555245,2,95,el barri gòtic,1097.2901235955055
6793,"Lepant, Sagrada Família",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/157437865/d,1350.0,PIA,9202765555245,3,115,la sagrada família,960.2126757713706
